text,emotion
This the data science project is too slow paced and I keep daydreaming. (1172),Bored
This the engineering design task feels fascinating and I really want to investigate it. (446),Curious
I handled the the exam preparation successfully and I feel assured! (1114),Confident
The the programming challenge is stressing me out and I feel stuck. (570),Frustrated
I finally understood the algorithm explanation and I feel ready to proceed. (347),Confident
I really am confused about the data science project because I need more examples before I can proceed. (1166),Confused
I am unsure how to use the online lab exercise correctly in this assignment! (292),Confused
The deadline for this mathematics proof is causing me a lot of stress. (500),Frustrated
I really feel puzzled by the coding assignment and I cannot separate the steps! (496),Confused
I do not understand the exam review notes and I feel stuck! (985),Confused
I am irritated by the engineering design task and I cannot make progress! (970),Frustrated
I really feel puzzled by the statistics homework and I cannot separate the steps. (1046),Confused
I am irritated by the quiz preparation and I cannot make progress! (67),Frustrated
I really am sure about the physics problem set because the feedback is too generic. (1041),Confident
I am keen to find out how this mathematics proof behaves under different conditions. (642),Curious
The the programming challenge is monotonous and I really keep zoning out! (166),Bored
I have no idea how to start the physics problem set because the problem is more interesting than the lecture. (1085),Confused
Nothing works in the exam preparation and I feel exhausted by the errors! (373),Frustrated
I really am fed up with the exam review notes because I want to understand the intuition behind it! (16),Frustrated
I really feel puzzled by the project deadline and I cannot separate the steps. (336),Confused
This the group assignment feels fascinating and I really want to investigate it! (811),Curious
This the quiz preparation is too slow paced and I keep daydreaming. (173),Bored
The idea behind the self study module intrigues me and I want to study it. (878),Curious
I am confused about this mathematics proof because I want to understand the intuition behind it. (603),Confused
This the physics problem set is so frustrating that I want to restart. (1023),Frustrated
This the statistics homework is making me upset because the explanation uses unfamiliar words. (50),Frustrated
I am eager to discover how the programming challenge works in practice. (363),Curious
I really am lost in the data science project because the instructions are vague! (1051),Confused
I am interested in understanding the algorithm explanation in more depth. (240),Curious
The idea behind the statistics homework intrigues me and I want to study it! (373),Curious
I have mastered the algorithm explanation and I can apply it with ease! (814),Confident
I really do not understand the programming challenge and I feel stuck. (381),Confused
This the research paper review feels fascinating and I want to investigate it. (260),Curious
Nothing works in the online lab exercise and I really feel exhausted by the errors. (1031),Frustrated
I would like to explore the data science project because it seems promising. (380),Curious
This the exam preparation feels fascinating and I want to investigate it. (1062),Curious
I wish the self study module were more stimulating because the implementation keeps breaking. (590),Bored
I am frustrated because the lecture on recursion keeps failing. (752),Frustrated
I am comfortable with the exam preparation because the implementation keeps breaking! (205),Confident
I am irritated by the machine learning model and I cannot make progress! (910),Frustrated
The idea behind the coding assignment intrigues me and I want to study it. (179),Curious
I really do not understand the debugging session and I feel stuck. (726),Confused
I have no idea how to start the algorithm explanation because the same concept is explained too many times. (173),Confused
I really wish the data science project were more stimulating because I can explain the result to others! (736),Bored
I really am sure about the project deadline because the reasoning finally clicked. (581),Confident
I really feel puzzled by the algorithm explanation and I cannot separate the steps. (731),Confused
The concept of the presentation slides seems unclear to me in this problem! (445),Confused
Nothing works in the data science project and I really feel exhausted by the errors. (176),Frustrated
I am uninterested in the engineering design task because it feels repetitive and dull. (684),Bored
I have mastered the self study module and I can apply it with ease. (759),Confident
I am fed up with the engineering design task because I can already see the pattern. (147),Frustrated
Nothing works in the statistics homework and I feel exhausted by the errors! (697),Frustrated
I really feel annoyed by the exam preparation and nothing seems to work. (816),Frustrated
The explanation for the quiz preparation is mixed up and I cannot follow it. (483),Confused
I do not understand the physics problem set and I feel stuck. (647),Confused
I really feel puzzled by the programming challenge and I cannot separate the steps. (356),Confused
I am sure about the engineering design task because the output matches my expectation! (844),Confident
I am curious about the presentation slides because the deadline is approaching quickly. (959),Curious
This the lecture on recursion feels fascinating and I want to investigate it. (1139),Curious
I find the data science project dull and unmotivating because the same concept is explained too many times! (292),Bored
I wish the lecture on recursion were more stimulating because I can explain the result to others. (47),Bored
This the engineering design task is too slow paced and I keep daydreaming. (752),Bored
I really feel bored because the statistics homework. (716),Bored
The the online lab exercise is stressing me out and I really feel stuck! (481),Frustrated
I really finally understood the research paper review and I feel ready to proceed. (246),Confident
The explanation for the self study module is mixed up and I cannot follow it. (552),Confused
The deadline for the data science project is causing me a lot of stress! (190),Frustrated
I really feel annoyed by the machine learning model and nothing seems to work. (441),Frustrated
This the exam review notes is making me upset because the task feels too predictable. (63),Frustrated
I am angry about the data science project because the output matches my expectation. (1103),Frustrated
the physics problem set feels sleepy and I cannot stay engaged! (145),Bored
I handled the this mathematics proof successfully and I feel assured. (110),Confident
I really find the project deadline dull and unmotivating because the reasoning finally clicked! (1081),Bored
I am unsure how to use the project deadline correctly in this assignment. (1139),Confused
The concept of the debugging session seems unclear to me in this problem. (914),Confused
This this mathematics proof is so frustrating that I want to restart. (548),Frustrated
The lesson on the statistics homework is so repetitive that I lose focus! (223),Bored
The deadline for the statistics homework is causing me a lot of stress. (83),Frustrated
I feel annoyed by the engineering design task and nothing seems to work. (462),Frustrated
The the statistics homework is stressing me out and I feel stuck. (914),Frustrated
I feel annoyed by the exam review notes and nothing seems to work. (113),Frustrated
Nothing works in the engineering design task and I feel exhausted by the errors! (25),Frustrated
I am perplexed by the debugging session because the same concept is explained too many times. (1055),Confused
I am angry about the project deadline because the reasoning finally clicked. (1029),Frustrated
The the lecture on recursion is stressing me out and I really feel stuck! (946),Frustrated
I am not interested in the exam review notes because the tools are behaving inconsistently. (989),Bored
I am perplexed by the coding assignment because the output matches my expectation! (649),Confused
I am confused about the algorithm explanation because the logic is hard to connect to the examples. (450),Confused
The lesson on the research paper review is so repetitive that I really lose focus. (1046),Bored
I have no idea how to start the programming challenge because I need more examples before I can proceed. (1118),Confused
This the online lab exercise is too slow paced and I really keep daydreaming! (796),Bored
the programming challenge feels sleepy and I cannot stay engaged. (492),Bored
I want to learn more about the lecture on recursion and its real world applications. (93),Curious
This the statistics homework is making me upset because I need more examples before I can proceed. (992),Frustrated
This the self study module is so boring that I cannot stay focused. (453),Bored
I feel puzzled by the engineering design task and I cannot separate the steps! (508),Confused
I am fed up with the quiz preparation because the feedback is too generic! (1030),Frustrated
I am interested in understanding the exam preparation in more depth. (483),Curious
I do not understand the machine learning model and I feel stuck! (610),Confused
I want to learn more about the research paper review and its real world applications. (1088),Curious
I really understand the data science project well enough to teach it to someone else. (611),Confident
The the statistics homework is stressing me out and I really feel stuck. (971),Frustrated
The the physics problem set is stressing me out and I feel stuck. (308),Frustrated
I am comfortable with the debugging session because I can explain the result to others! (415),Confident
I would like to explore the exam review notes because it seems promising. (899),Curious
The lesson on the group assignment is so repetitive that I lose focus. (317),Bored
The idea behind the exam preparation intrigues me and I want to study it. (35),Curious
I do not understand the presentation slides and I feel stuck. (350),Confused
I really do not understand the statistics homework and I feel stuck! (976),Confused
I finally understood the exam preparation and I feel ready to proceed! (142),Confident
I am interested in understanding the statistics homework in more depth! (100),Curious
I am eager to discover how the debugging session works in practice. (8),Curious
This the physics problem set is so boring that I cannot stay focused! (997),Bored
I am confused about the algorithm explanation because the explanation uses unfamiliar words! (490),Confused
I really am confused about this mathematics proof because the instructions are not clear enough! (646),Confused
I really do not understand the quiz preparation and I feel stuck. (296),Confused
I am unsure how to use the lecture on recursion correctly in this assignment. (638),Confused
I am lost in the machine learning model because the instructions are vague. (432),Confused
I have no idea how to start the physics problem set because the assignment is challenging but manageable! (1198),Confused
I am irritated by the engineering design task and I cannot make progress! (1063),Frustrated
I really handled the the engineering design task successfully and I feel assured. (351),Confident
I want to learn more about the self study module and its real world applications! (244),Curious
I am confused about the exam preparation because the task feels too predictable. (1173),Confused
The concept of the algorithm explanation seems unclear to me in this problem. (464),Confused
I am lost in the coding assignment because the instructions are vague. (693),Confused
The the statistics homework is stressing me out and I feel stuck! (1144),Frustrated
the statistics homework feels sleepy and I cannot stay engaged. (744),Bored
I am confused about the self study module because the explanation uses unfamiliar words. (549),Confused
The deadline for the self study module is causing me a lot of stress. (233),Frustrated
I am eager to discover how the coding assignment works in practice. (45),Curious
I am unsure how to use the group assignment correctly in this assignment. (884),Confused
the programming challenge feels sleepy and I really cannot stay engaged. (786),Bored
I have mastered the project deadline and I can apply it with ease. (167),Confident
I want to explore the debugging session further and learn more. (312),Curious
I really am frustrated because the coding assignment keeps failing. (581),Frustrated
The approach for the lecture on recursion now makes sense and I feel ready! (490),Confident
I would like to explore the algorithm explanation because it seems promising. (588),Curious
This the quiz preparation is too slow paced and I keep daydreaming. (182),Bored
This the online lab exercise is so frustrating that I want to restart. (1163),Frustrated
I am unsure how to use the debugging session correctly in this assignment. (720),Confused
The lesson on the self study module is so repetitive that I really lose focus. (66),Bored
I want to explore this mathematics proof further and learn more. (147),Curious
I am eager to discover how the engineering design task works in practice. (797),Curious
I wish the machine learning model were more stimulating because the pace is too slow for my level. (230),Bored
I am frustrated because the exam review notes keeps failing. (1094),Frustrated
The the programming challenge is stressing me out and I really feel stuck. (411),Frustrated
I am angry about the exam preparation because I want to understand the intuition behind it. (819),Frustrated
The the data science project is monotonous and I really keep zoning out. (1106),Bored
I am confused about the physics problem set because the pace is too slow for my level. (74),Confused
I really finally understood the coding assignment and I feel ready to proceed. (921),Confident
I am uninterested in the physics problem set because it feels repetitive and dull. (1197),Bored
I am unsure how to use the online lab exercise correctly in this assignment! (877),Confused
I am eager to discover how the machine learning model works in practice. (720),Curious
I solved the the coding assignment and I am comfortable explaining it! (1120),Confident
The the physics problem set is monotonous and I keep zoning out. (210),Bored
I feel confident because the statistics homework. (707),Confident
I really am fascinated by the exam review notes and I want to understand the reasoning. (1161),Curious
I really am fed up with the quiz preparation because the deadline is approaching quickly! (571),Frustrated
I feel confident because the quiz preparation. (99),Confident
I am unsure how to use the physics problem set correctly in this assignment. (474),Confused
The idea behind the exam preparation intrigues me and I want to study it. (780),Curious
Nothing works in the machine learning model and I feel exhausted by the errors! (514),Frustrated
I am keen to find out how the group assignment behaves under different conditions! (139),Curious
the exam preparation feels sleepy and I cannot stay engaged! (859),Bored
I am fascinated by this mathematics proof and I want to understand the reasoning. (144),Curious
I really am interested in understanding the machine learning model in more depth! (1021),Curious
The the lecture on recursion is stressing me out and I feel stuck. (857),Frustrated
The approach for the online lab exercise now makes sense and I feel ready! (340),Confident
The approach for the programming challenge now makes sense and I feel ready. (137),Confident
I really am curious about the group assignment because I can already see the pattern. (881),Curious
I have no idea how to start the quiz preparation because I need more examples before I can proceed! (1183),Confused
This this mathematics proof is making me upset because the pace is too slow for my level. (740),Frustrated
I am keen to find out how the physics problem set behaves under different conditions. (755),Curious
I feel bored because the physics problem set! (802),Bored
I am keen to find out how the online lab exercise behaves under different conditions. (680),Curious
I really am fed up with the self study module because the instructions are not clear enough! (871),Frustrated
This the presentation slides is so boring that I cannot stay focused. (638),Bored
I want to explore the online lab exercise further and learn more! (115),Curious
I am uninterested in the coding assignment because it feels repetitive and dull. (1109),Bored
This the debugging session is too slow paced and I keep daydreaming. (912),Bored
the research paper review feels sleepy and I cannot stay engaged. (834),Bored
I want to learn more about the exam preparation and its real world applications! (589),Curious
This the coding assignment is making me upset because the problem is more interesting than the lecture. (993),Frustrated
I am fed up with the self study module because the assignment is challenging but manageable. (629),Frustrated
I really solved the the data science project and I am comfortable explaining it. (786),Confident
I find the engineering design task dull and unmotivating because I need more examples before I can proceed. (447),Bored
I am comfortable with the algorithm explanation because the assignment is challenging but manageable. (50),Confident
I am curious about the exam review notes because I can already see the pattern. (608),Curious
I really am perplexed by the lecture on recursion because the explanation uses unfamiliar words. (1191),Confused
I find the engineering design task dull and unmotivating because the problem is more interesting than the lecture! (718),Bored
I handled the the engineering design task successfully and I feel assured! (832),Confident
Nothing works in the engineering design task and I feel exhausted by the errors. (650),Frustrated
This the machine learning model is unclear and I am not sure how to proceed. (132),Confused
I have mastered the exam preparation and I can apply it with ease. (207),Confident
I am uninterested in the physics problem set because it feels repetitive and dull. (914),Bored
I want to explore the programming challenge further and learn more! (463),Curious
The the physics problem set is stressing me out and I feel stuck. (414),Frustrated
I feel annoyed by the research paper review and nothing seems to work. (555),Frustrated
I really wish the project deadline were more stimulating because the same concept is explained too many times! (421),Bored
I want to explore the quiz preparation further and learn more. (248),Curious
I want to learn more about the project deadline and its real world applications. (647),Curious
I really am eager to discover how the lecture on recursion works in practice! (616),Curious
This the programming challenge is so boring that I cannot stay focused. (1055),Bored
The solution for the quiz preparation is clear now and I really feel prepared. (816),Confident
This the lecture on recursion is so boring that I cannot stay focused. (1067),Bored
This the exam review notes is making me upset because I really need more examples before I can proceed! (31),Frustrated
This the quiz preparation is making me upset because the pace is too slow for my level! (1081),Frustrated
I feel puzzled by the online lab exercise and I cannot separate the steps. (1194),Confused
I am not interested in the data science project because the problem is more interesting than the lecture. (587),Bored
The idea behind the self study module intrigues me and I want to study it! (304),Curious
I really am sure about the debugging session because the output matches my expectation. (56),Confident
This the group assignment is so frustrating that I want to restart. (687),Frustrated
The approach for this mathematics proof now makes sense and I really feel ready. (356),Confident
The explanation for the statistics homework is mixed up and I cannot follow it. (710),Confused
The concept of the presentation slides seems unclear to me in this problem. (1080),Confused
This the engineering design task is too slow paced and I really keep daydreaming. (86),Bored
I really am interested in understanding the research paper review in more depth. (506),Curious
I am uninterested in the machine learning model because it feels repetitive and dull. (870),Bored
I really am confused about this mathematics proof because the feedback is too generic. (171),Confused
This this mathematics proof is so boring that I cannot stay focused. (1028),Bored
The deadline for the physics problem set is causing me a lot of stress. (161),Frustrated
I am eager to discover how the project deadline works in practice. (258),Curious
I am not interested in the engineering design task because I need more examples before I can proceed. (158),Bored
The the presentation slides is stressing me out and I feel stuck! (625),Frustrated
I am eager to discover how the statistics homework works in practice! (1168),Curious
I understand the lecture on recursion well enough to teach it to someone else! (769),Confident
I am confused about the self study module because I want to understand the intuition behind it. (179),Confused
I really handled the the programming challenge successfully and I feel assured! (946),Confident
I am confused about the presentation slides because I can already see the pattern! (697),Confused
I solved the the project deadline and I am comfortable explaining it! (997),Confident
I am comfortable with the exam review notes because the problem is more interesting than the lecture! (94),Confident
I finally understood the data science project and I feel ready to proceed. (485),Confident
This the research paper review is making me upset because the same concept is explained too many times. (252),Frustrated
I really am fascinated by the project deadline and I want to understand the reasoning. (1136),Curious
I understand the lecture on recursion well enough to teach it to someone else. (767),Confident
The the data science project is stressing me out and I feel stuck. (302),Frustrated
The idea behind the exam preparation intrigues me and I want to study it. (998),Curious
I feel confident because the presentation slides. (17),Confident
I am eager to discover how the lecture on recursion works in practice! (847),Curious
This the group assignment is unclear and I am not sure how to proceed! (1105),Confused
This the exam preparation is making me upset because the implementation keeps breaking. (305),Frustrated
I am interested in understanding the programming challenge in more depth! (712),Curious
This the engineering design task is so boring that I cannot stay focused. (650),Bored
I am perplexed by the statistics homework because the output matches my expectation. (879),Confused
I would like to explore the online lab exercise because it seems promising. (707),Curious
I solved the the debugging session and I am comfortable explaining it. (587),Confident
I am eager to discover how the research paper review works in practice. (408),Curious
Nothing works in the programming challenge and I feel exhausted by the errors! (40),Frustrated
I am confused about the data science project because the examples are too repetitive! (82),Confused
This the group assignment is unclear and I am not sure how to proceed. (1140),Confused
I am curious about the research paper review because the assignment is challenging but manageable! (325),Curious
I find the machine learning model dull and unmotivating because I want to understand the intuition behind it. (699),Bored
I really am lost in the data science project because the instructions are vague! (856),Confused
I am perplexed by the lecture on recursion because the feedback is too generic. (207),Confused
I finally understood the debugging session and I feel ready to proceed. (717),Confident
I feel bored because the coding assignment. (873),Bored
I really handled the the algorithm explanation successfully and I feel assured. (951),Confident
I really am eager to discover how the online lab exercise works in practice. (1031),Curious
I want to explore the algorithm explanation further and learn more. (1040),Curious
Nothing works in the data science project and I feel exhausted by the errors. (183),Frustrated
I am sure about the self study module because the pace is too slow for my level! (958),Confident
I am confused about the presentation slides because the pace is too slow for my level. (819),Confused
I really am keen to find out how the self study module behaves under different conditions. (486),Curious
I feel confident because the statistics homework. (827),Confident
I am curious about the debugging session because I can explain the result to others. (887),Curious
I am interested in understanding the lecture on recursion in more depth. (965),Curious
I want to learn more about the algorithm explanation and its real world applications. (1190),Curious
The concept of the algorithm explanation seems unclear to me in this problem! (1030),Confused
I am keen to find out how the physics problem set behaves under different conditions. (53),Curious
This the project deadline is making me upset because the feedback is too generic. (405),Frustrated
The idea behind the algorithm explanation intrigues me and I want to study it. (323),Curious
I am keen to find out how the self study module behaves under different conditions. (404),Curious
I am interested in understanding the self study module in more depth. (774),Curious
I am unsure how to use the engineering design task correctly in this assignment. (152),Confused
I feel annoyed by the self study module and nothing seems to work! (1180),Frustrated
I handled the the exam review notes successfully and I feel assured! (274),Confident
I would like to explore the coding assignment because it seems promising. (162),Curious
This the project deadline is so boring that I cannot stay focused. (512),Bored
The lesson on the lecture on recursion is so repetitive that I lose focus! (1198),Bored
I am lost in the physics problem set because the instructions are vague. (294),Confused
I do not understand the presentation slides and I feel stuck. (1109),Confused
The deadline for the exam preparation is causing me a lot of stress! (223),Frustrated
I want to explore the physics problem set further and learn more! (358),Curious
I wish the physics problem set were more stimulating because the reasoning finally clicked. (854),Bored
I feel annoyed by the exam preparation and nothing seems to work. (732),Frustrated
I feel annoyed by the project deadline and nothing seems to work. (80),Frustrated
The explanation for the exam review notes is mixed up and I cannot follow it! (49),Confused
the lecture on recursion feels sleepy and I really cannot stay engaged. (926),Bored
I finally understood the debugging session and I feel ready to proceed. (1029),Confident
The the data science project is monotonous and I really keep zoning out. (201),Bored
I feel puzzled by the algorithm explanation and I cannot separate the steps. (534),Confused
I am sure about the online lab exercise because the output matches my expectation. (887),Confident
This the lecture on recursion is making me upset because the same concept is explained too many times. (18),Frustrated
The approach for the data science project now makes sense and I feel ready. (324),Confident
I really am keen to find out how the exam preparation behaves under different conditions! (226),Curious
The deadline for the lecture on recursion is causing me a lot of stress. (656),Frustrated
The lesson on the self study module is so repetitive that I lose focus. (200),Bored
I really have mastered the quiz preparation and I can apply it with ease. (311),Confident
I feel puzzled by this mathematics proof and I cannot separate the steps! (13),Confused
I am keen to find out how the exam preparation behaves under different conditions. (560),Curious
I feel confident because the engineering design task. (815),Confident
I do not understand the research paper review and I feel stuck. (935),Confused
I really find the coding assignment dull and unmotivating because I need more examples before I can proceed. (606),Bored
I am interested in understanding the algorithm explanation in more depth. (444),Curious
I really find the engineering design task dull and unmotivating because the output matches my expectation. (831),Bored
This the quiz preparation is so boring that I cannot stay focused. (702),Bored
I wish the data science project were more stimulating because the deadline is approaching quickly. (329),Bored
The solution for the quiz preparation is clear now and I feel prepared. (1049),Confident
I feel confident because the statistics homework. (488),Confident
I am angry about the research paper review because I can explain the result to others! (70),Frustrated
I want to explore the exam review notes further and learn more. (165),Curious
I really am keen to find out how the data science project behaves under different conditions! (166),Curious
I am sure about the exam review notes because the reasoning finally clicked. (350),Confident
the self study module feels sleepy and I cannot stay engaged! (154),Bored
This the debugging session is so frustrating that I want to restart. (465),Frustrated
I want to learn more about the statistics homework and its real world applications. (869),Curious
I want to explore the data science project further and learn more. (347),Curious
I am angry about the project deadline because the same concept is explained too many times. (597),Frustrated
I am sure about the physics problem set because the same concept is explained too many times. (983),Confident
I really am perplexed by the project deadline because I can explain the result to others. (131),Confused
I feel puzzled by the research paper review and I cannot separate the steps. (428),Confused
I feel confident because the project deadline. (657),Confident
I am unsure how to use the machine learning model correctly in this assignment. (944),Confused
The the physics problem set is stressing me out and I feel stuck. (384),Frustrated
This the lecture on recursion is making me upset because the task feels too predictable! (643),Frustrated
I really want to explore the machine learning model further and learn more. (801),Curious
This the lecture on recursion is making me upset because the feedback is too generic! (313),Frustrated
I understand the presentation slides well enough to teach it to someone else. (572),Confident
I handled the the machine learning model successfully and I feel assured! (1162),Confident
I finally understood the research paper review and I feel ready to proceed. (869),Confident
I feel confident because the physics problem set! (823),Confident
I want to explore the quiz preparation further and learn more! (217),Curious
I want to learn more about the debugging session and its real world applications. (150),Curious
I have no idea how to start the project deadline because the pace is too slow for my level! (727),Confused
I feel puzzled by this mathematics proof and I cannot separate the steps! (175),Confused
I am perplexed by the coding assignment because the examples are too repetitive. (194),Confused
I really feel bored because the project deadline! (1126),Bored
I am not interested in the coding assignment because the task feels too predictable. (908),Bored
I really am curious about the lecture on recursion because the reasoning finally clicked. (576),Curious
This the exam preparation is too slow paced and I really keep daydreaming. (326),Bored
The this mathematics proof is monotonous and I keep zoning out. (963),Bored
I am comfortable with the algorithm explanation because the error keeps appearing even after retries. (1083),Confident
I understand the self study module well enough to teach it to someone else! (1048),Confident
The concept of the coding assignment seems unclear to me in this problem. (777),Confused
I really finally understood the programming challenge and I feel ready to proceed. (1011),Confident
I really am eager to discover how the online lab exercise works in practice. (1196),Curious
I have mastered the statistics homework and I can apply it with ease! (943),Confident
The solution for the group assignment is clear now and I really feel prepared! (916),Confident
I am keen to find out how the project deadline behaves under different conditions. (338),Curious
The idea behind the lecture on recursion intrigues me and I want to study it! (574),Curious
the engineering design task feels sleepy and I cannot stay engaged. (155),Bored
The solution for this mathematics proof is clear now and I really feel prepared. (1196),Confident
I am fed up with the machine learning model because the pace is too slow for my level! (253),Frustrated
I want to learn more about the quiz preparation and its real world applications. (1128),Curious
The approach for the lecture on recursion now makes sense and I feel ready! (178),Confident
I have mastered the coding assignment and I can apply it with ease. (752),Confident
I am uninterested in the machine learning model because it feels repetitive and dull! (37),Bored
The lesson on the project deadline is so repetitive that I really lose focus. (711),Bored
I do not understand the presentation slides and I feel stuck. (15),Confused
I finally understood the lecture on recursion and I feel ready to proceed. (438),Confident
The idea behind the lecture on recursion intrigues me and I want to study it. (800),Curious
This the presentation slides is so boring that I cannot stay focused. (884),Bored
This the group assignment is unclear and I am not sure how to proceed! (673),Confused
I am fed up with the physics problem set because the error keeps appearing even after retries. (909),Frustrated
This the machine learning model is so frustrating that I want to restart. (552),Frustrated
This the engineering design task is too slow paced and I really keep daydreaming! (76),Bored
The approach for the engineering design task now makes sense and I feel ready. (1137),Confident
I do not understand the exam preparation and I feel stuck. (1035),Confused
I am angry about the project deadline because the deadline is approaching quickly. (387),Frustrated
I really am irritated by the research paper review and I cannot make progress. (681),Frustrated
I understand the exam preparation well enough to teach it to someone else! (634),Confident
This this mathematics proof is so frustrating that I really want to restart. (591),Frustrated
I solved the the online lab exercise and I am comfortable explaining it. (812),Confident
I solved the the research paper review and I am comfortable explaining it! (1144),Confident
I have no idea how to start the presentation slides because the assignment is challenging but manageable. (213),Confused
I handled the the research paper review successfully and I feel assured. (720),Confident
The approach for the physics problem set now makes sense and I feel ready! (367),Confident
I really am frustrated because the project deadline keeps failing. (716),Frustrated
This the physics problem set is making me upset because the same concept is explained too many times. (443),Frustrated
I am fascinated by the exam preparation and I want to understand the reasoning. (794),Curious
I am fascinated by the exam review notes and I want to understand the reasoning! (1114),Curious
I feel bored because the debugging session! (43),Bored
This the physics problem set is making me upset because the examples are too repetitive! (808),Frustrated
I really have no idea how to start the exam preparation because the output matches my expectation! (1111),Confused
I am irritated by the algorithm explanation and I cannot make progress. (935),Frustrated
I am angry about the group assignment because I can explain the result to others. (1037),Frustrated
I do not understand the engineering design task and I feel stuck. (627),Confused
I am comfortable with the machine learning model because the deadline is approaching quickly. (224),Confident
I really have no idea how to start the coding assignment because the deadline is approaching quickly! (541),Confused
I feel bored because the online lab exercise. (87),Bored
The the quiz preparation is monotonous and I keep zoning out. (134),Bored
I handled the the online lab exercise successfully and I feel assured. (824),Confident
I am comfortable with the debugging session because I need more examples before I can proceed! (1147),Confident
The idea behind the debugging session intrigues me and I want to study it! (784),Curious
I feel annoyed by the physics problem set and nothing seems to work! (1087),Frustrated
I would like to explore the algorithm explanation because it seems promising. (1199),Curious
I really am confused about the presentation slides because the error keeps appearing even after retries. (1031),Confused
I really understand the research paper review well enough to teach it to someone else. (51),Confident
I am fed up with the project deadline because the examples are too repetitive. (230),Frustrated
I am keen to find out how the debugging session behaves under different conditions. (278),Curious
This the debugging session is so boring that I cannot stay focused. (1157),Bored
I handled the the research paper review successfully and I feel assured! (232),Confident
This the research paper review is making me upset because the task feels too predictable. (834),Frustrated
I have no idea how to start the physics problem set because I can already see the pattern! (1114),Confused
The deadline for the data science project is causing me a lot of stress. (357),Frustrated
I solved the the exam review notes and I am comfortable explaining it! (433),Confident
I solved the the group assignment and I am comfortable explaining it. (839),Confident
This the programming challenge is so frustrating that I want to restart. (503),Frustrated
I really am keen to find out how the data science project behaves under different conditions. (701),Curious
I am sure about the quiz preparation because the implementation keeps breaking. (443),Confident
I really am unsure how to use the coding assignment correctly in this assignment. (626),Confused
I am comfortable with the lecture on recursion because the same concept is explained too many times. (18),Confident
I feel puzzled by the research paper review and I cannot separate the steps! (415),Confused
This the physics problem set feels fascinating and I want to investigate it. (108),Curious
I really feel confident because the statistics homework. (491),Confident
The solution for the coding assignment is clear now and I really feel prepared! (841),Confident
This the programming challenge is so boring that I cannot stay focused. (83),Bored
I am unsure how to use the lecture on recursion correctly in this assignment. (699),Confused
I am comfortable with the presentation slides because the feedback is too generic! (1135),Confident
The lesson on the programming challenge is so repetitive that I lose focus. (369),Bored
I really finally understood the project deadline and I feel ready to proceed. (956),Confident
I am interested in understanding the self study module in more depth. (470),Curious
I feel annoyed by the exam review notes and nothing seems to work. (105),Frustrated
I really feel bored because the engineering design task! (961),Bored
This the online lab exercise is so frustrating that I want to restart. (1175),Frustrated
I find the physics problem set dull and unmotivating because the pace is too slow for my level. (903),Bored
I really am uninterested in the machine learning model because it feels repetitive and dull! (466),Bored
I want to explore the lecture on recursion further and learn more! (262),Curious
I want to explore the presentation slides further and learn more. (893),Curious
I am not interested in the exam review notes because the instructions are not clear enough! (1153),Bored
I am perplexed by the self study module because I want to understand the intuition behind it. (188),Confused
This the online lab exercise is making me upset because the explanation uses unfamiliar words. (693),Frustrated
Nothing works in the physics problem set and I feel exhausted by the errors. (149),Frustrated
the exam review notes feels sleepy and I cannot stay engaged. (1053),Bored
The lesson on the statistics homework is so repetitive that I lose focus. (534),Bored
This the physics problem set is making me upset because the deadline is approaching quickly. (299),Frustrated
This the engineering design task is too slow paced and I keep daydreaming! (1015),Bored
This the algorithm explanation is making me upset because the examples are too repetitive. (1034),Frustrated
I am eager to discover how the presentation slides works in practice. (374),Curious
I am comfortable with the machine learning model because I want to understand the intuition behind it. (140),Confident
I am sure about the lecture on recursion because the problem is more interesting than the lecture. (924),Confident
The approach for the quiz preparation now makes sense and I feel ready. (492),Confident
The explanation for the algorithm explanation is mixed up and I cannot follow it! (742),Confused
This the machine learning model is too slow paced and I keep daydreaming. (1139),Bored
I want to explore the debugging session further and learn more! (1099),Curious
I feel bored because the algorithm explanation. (107),Bored
I am unsure how to use this mathematics proof correctly in this assignment. (767),Confused
I am irritated by the self study module and I cannot make progress. (957),Frustrated
I am curious about the machine learning model because the assignment is challenging but manageable. (519),Curious
I find the lecture on recursion dull and unmotivating because the output matches my expectation! (334),Bored
I am perplexed by the online lab exercise because the examples are too repetitive. (1113),Confused
I want to learn more about the programming challenge and its real world applications! (988),Curious
I am curious about the self study module because the instructions are not clear enough! (733),Curious
The explanation for the research paper review is mixed up and I cannot follow it. (212),Confused
The the quiz preparation is monotonous and I keep zoning out. (939),Bored
I am not interested in the exam preparation because the logic is hard to connect to the examples! (607),Bored
I feel confident because the research paper review. (849),Confident
I handled the the exam preparation successfully and I feel assured. (653),Confident
The idea behind the machine learning model intrigues me and I want to study it. (192),Curious
I really want to learn more about the data science project and its real world applications! (976),Curious
I am perplexed by the physics problem set because I can explain the result to others. (512),Confused
The the quiz preparation is monotonous and I keep zoning out. (60),Bored
I really am frustrated because the engineering design task keeps failing. (821),Frustrated
I am eager to discover how the data science project works in practice. (585),Curious
I understand the exam review notes well enough to teach it to someone else! (1018),Confident
This this mathematics proof is unclear and I really am not sure how to proceed. (251),Confused
I feel bored because the quiz preparation. (473),Bored
I am lost in the project deadline because the instructions are vague! (1060),Confused
I am keen to find out how the algorithm explanation behaves under different conditions! (1054),Curious
